Unnamed: 0,car_ID,symboling,wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,CarName_alfa-romero Quadrifoglio,CarName_audi 100 ls,CarName_audi 100ls,CarName_audi fox,CarName_bmw 320i,CarName_bmw x1,CarName_bmw x3,CarName_chevrolet monte carlo,CarName_chevrolet vega 2300,CarName_dodge challenger se,CarName_dodge colt (sw),CarName_dodge colt hardtop,CarName_dodge dart custom,CarName_dodge monaco (sw),CarName_dodge rampage,CarName_honda accord,CarName_honda accord lx,CarName_honda civic,CarName_honda civic (auto),CarName_honda civic 1300,CarName_honda civic 1500 gl,CarName_honda prelude,CarName_isuzu D-Max ,CarName_isuzu D-Max V-Cross,CarName_isuzu MU-X,CarName_maxda glc deluxe,CarName_maxda rx3,CarName_mazda 626,CarName_mazda glc,CarName_mazda glc 4,CarName_mazda glc custom,CarName_mazda glc custom l,CarName_mazda glc deluxe,CarName_mazda rx-4,CarName_mazda rx-7 gs,CarName_mazda rx2 coupe,CarName_mercury cougar,CarName_mitsubishi g4,CarName_mitsubishi lancer,CarName_mitsubishi mirage,CarName_mitsubishi montero,CarName_mitsubishi outlander,CarName_mitsubishi pajero,CarName_nissan clipper,CarName_nissan dayz,CarName_nissan fuga,CarName_nissan juke,CarName_nissan latio,CarName_nissan leaf,CarName_nissan note,CarName_nissan nv200,CarName_nissan otti,CarName_nissan rogue,CarName_nissan teana,CarName_nissan titan,CarName_peugeot 504,CarName_plymouth fury gran sedan,CarName_plymouth fury iii,CarName_plymouth satellite custom (sw),CarName_plymouth valiant,CarName_porsche macan,CarName_saab 99e,CarName_saab 99gle,CarName_saab 99le,CarName_toyota carina,CarName_toyota corolla,CarName_toyota corolla 1200,CarName_toyota corolla 1600 (sw),CarName_toyota corolla liftback,CarName_toyota corona,CarName_toyota corona hardtop,CarName_toyota corona liftback,CarName_toyota corona mark ii,CarName_toyota cressida,CarName_toyota mark ii,CarName_toyota starlet,CarName_toyota tercel,CarName_toyouta tercel,CarName_volkswagen 1131 deluxe sedan,CarName_volkswagen 411 (sw),CarName_volkswagen dasher,CarName_volkswagen rabbit,CarName_volkswagen type 3,CarName_volvo 144ea,CarName_volvo 145e (sw),CarName_volvo 244dl,CarName_volvo 245,CarName_volvo 264gl,CarName_vw dasher,CarName_vw rabbit,fueltype_gas,aspiration_turbo,doornumber_two,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_fwd,drivewheel_rwd,enginetype_l,enginetype_ohc,enginetype_ohcv,enginetype_rotor,cylindernumber_four,cylindernumber_six,cylindernumber_two,fuelsystem_2bbl,fuelsystem_4bbl,fuelsystem_idi,fuelsystem_mpfi,fuelsystem_spfi
-1.395384017017885,-1.395384017017885,0.1413636685513534,-1.0390506277650169,-1.594821266891595,-1.04773738330366,-1.3341808674097508,-1.3934358617560785,-1.0501935607138777,-1.2997617222755928,-0.24336785677508743,0.907227573997132,-0.9621782637317652,0.8355281726382962,2.0357819082071114,1.6957998217515748,-1.2205202072461132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
-1.3789299633228222,-1.3789299633228222,0.1413636685513534,-1.0390506277650169,-1.594821266891595,-1.04773738330366,-1.3341808674097508,-1.3934358617560785,-1.0501935607138777,-1.2997617222755928,-0.24336785677508743,0.8800173834090693,-0.9621782637317652,0.8355281726382962,0.9375311419374854,1.147857497560392,-1.0373764208533713,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
-1.3460218559326969,-1.3460218559326969,0.1413636685513534,-1.0390506277650169,-1.594821266891595,-1.04773738330366,-1.4221488366895123,-1.1629707328216745,-1.0501935607138777,-1.2997617222755928,-0.24336785677508743,0.8800173834090693,-0.9621782637317652,0.8355281726382962,0.9375311419374854,1.147857497560392,-1.0710475766125338,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
-1.329567802237634,-1.329567802237634,0.1413636685513534,-1.0390506277650169,-1.594821266891595,-1.04773738330366,-1.4221488366895123,-1.1072538884639065,-1.0501935607138777,-1.2997617222755928,-0.24336785677508743,0.8800173834090693,-0.9621782637317652,-0.19345771206268375,0.9375311419374854,1.147857497560392,-0.9657114609605593,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
-1.3131137485425712,-1.3131137485425712,0.1413636685513534,-1.0390506277650169,0.12837870640116372,-1.04773738330366,-1.4221488366895123,-1.1072538884639065,-1.0501935607138777,-1.2997617222755928,0.10269279505538918,0.8800173834090693,-0.9621782637317652,-0.19345771206268375,0.9375311419374854,1.147857497560392,-0.7570867999392619,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
-1.2802056411524456,-1.2802056411524456,-1.5146107344787862,1.301935789454838,0.28010700593637605,-0.5163077002259246,2.6243777501796037,0.2755368851425176,0.1619946665500001,0.2552371205415066,1.0831979752417382,-1.5688997695166302,-0.27109548160617614,-0.45070418323792877,-0.3437614187104115,-0.31332203361609645,-0.45859655429046997,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False
-1.1650272652870062,-1.1650272652870062,-0.6866235329637164,-0.35626292274255955,-0.9337193903453163,-0.9148799625342239,0.29322656426587396,-1.0540696279405826,-0.9744317965098854,-1.5519236967864742,0.7948140987163425,0.33581357164780007,-0.6857451508815295,2.121760528514521,0.7544893475592145,0.41726773197214767,-0.8285242520228904,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
-1.1485732115919434,-1.1485732115919434,-0.6866235329637164,-0.35626292274255955,-1.61649673825377,-0.981308672918942,1.964617980581378,-1.0186134542583665,-0.9744317965098854,-1.5098967010346616,0.7948140987163425,0.33581357164780007,-0.6857451508815295,2.121760528514521,0.7544893475592145,0.41726773197214767,-0.8285242520228904,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
-1.1321191578968806,-1.1321191578968806,-0.6866235329637164,-0.35626292274255955,-0.48937222742076836,-0.1177354379176161,-0.23458125141270791,-0.4817056813562384,-0.2925759186739541,0.12915613328606682,1.7753192789026915,-0.20839024011346433,-0.340203759818735,1.607267586164031,0.20536396442440147,-0.31332203361609645,-0.6920195665127722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
-1.115665104201818,-1.115665104201818,-0.6866235329637164,-0.35626292274255955,-0.48937222742076836,-0.1177354379176161,-0.23458125141270791,0.04253917237366961,-0.2925759186739541,-0.5432757987429503,1.7753192789026915,-0.20839024011346433,-0.340203759818735,1.607267586164031,0.20536396442440147,0.23462029057508663,-0.41901019549253565,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
-1.0992110505067552,-1.0992110505067552,-0.6866235329637164,-0.35626292274255955,0.36680889138506967,0.08155069323653348,0.1172906257063477,-0.3094899806140464,-0.2925759186739541,-0.5432757987429503,1.7753192789026915,-0.20839024011346433,-0.340203759818735,1.607267586164031,0.20536396442440147,0.23462029057508663,-0.4758871477884183,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
-1.0827569968116924,-1.0827569968116924,-0.6866235329637164,-0.35626292274255955,0.36680889138506967,-1.9113106183049813,0.1172906257063477,-0.1372742798718544,-0.2925759186739541,-0.5432757987429503,1.7753192789026915,-0.20839024011346433,-0.340203759818735,1.607267586164031,0.20536396442440147,0.23462029057508663,-0.14600082447229915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
-1.0663029431166295,-1.0663029431166295,-0.6866235329637164,-0.35626292274255955,0.36680889138506967,-0.1177354379176161,0.1172906257063477,0.0982560167314376,-0.2925759186739541,-0.5432757987429503,1.7753192789026915,-0.20839024011346433,0.17810832677545674,1.607267586164031,-0.3437614187104115,-0.6786169164102185,0.4568948698640564,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
-1.0498488894215667,-1.0498488894215667,0.1413636685513534,-0.35626292274255955,-0.3159684565233842,0.08155069323653348,-1.2462128981299863,-0.33734840279293044,-0.2925759186739541,-0.5432757987429503,1.7753192789026915,0.06371166576716787,0.1435541876691773,0.8355281726382962,-0.16071962433214051,-0.13067459221903543,-0.13462543401312263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
-1.033394835726504,-1.033394835726504,-0.6866235329637164,-0.8927389766887773,-0.142564685626,-2.3763115909980033,-0.14661328213294322,-0.2259147140773944,-0.2546950365719579,0.12915613328606682,-0.24336785677508743,-1.5688997695166302,-0.6166368726689706,-0.9651971255884187,-0.3437614187104115,-0.4959694750131575,-0.9445532347064909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False
-1.0169407820314411,-1.0169407820314411,0.1413636685513534,-0.8439684263300297,-1.7465495664268074,-1.1805948040730916,0.1172906257063477,-1.3985010294249665,-1.0501935607138777,-1.0475997477647132,-0.9354891604360407,1.4242211951703336,-0.8930699855192062,0.5782817014630512,2.2188237025853823,2.061094704545697,-0.4596203394317958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
-1.0004867283363783,-1.0004867283363783,-0.6866235329637164,-0.8439684263300297,-1.7465495664268074,-1.1805948040730916,-0.806373051731169,-1.3098605952194264,-1.0501935607138777,-1.0475997477647132,-0.9354891604360407,1.4242211951703336,-0.8930699855192062,0.5782817014630512,2.2188237025853823,2.061094704545697,-0.4596203394317958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
-0.9840326746413156,-0.9840326746413156,0.9693508700664233,-0.4781892986394271,0.06335229231464505,-0.1177354379176161,-1.07027695957046,0.7795210681968736,0.048352020244011557,0.6334800823078297,-0.24336785677508743,0.33581357164780007,-0.20198720339361723,-0.45070418323792877,-0.3437614187104115,-0.4959694750131575,0.025312555842899244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
-0.9182164598610645,-0.9182164598610645,0.1413636685513534,-1.18536227884126,-1.3997420246320391,-0.7820225417647877,0.1172906257063477,0.04253917237366961,-1.0123126786118817,-1.0475997477647132,-0.7047820592157229,-0.20839024011346433,-0.9621782637317652,-0.45070418323792877,0.7544893475592145,-0.13067459221903543,-1.3062906513083044,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
